templateID,replyToAddress,userID,dateModified,fromAddress,deliveryType,subject,dateAdded,campaignIDs,clicks,uniqueViews,bounces,forwards,recipients,uniqueForwards,clickToViewRate,sendingIssues,webViews,complaints,shares,uniqueClicks,unsubscribes,uniqueWebViews,views,uniqueShares,parentEmailID,status,dateScheduled,confirmed,abSplitID,fromName,emailID,replyToName,title,dateSent
18798,"mike@bigjohngrocery.com",41042,"2024-01-02T06:16:16","mike@bigjohngrocery.com","Manual","🫐🫑🍓 Fill your cart with healthy options from each food group.","2024-01-02T04:41:41","",112,349,15,0,5113,0,0.3,0,3,0,0,89,2,2,441,0,"","Sent","",0,"","Metropolis Big John",42256522,"Metropolis Big John","1.2.24 weekly ad","2024-01-02T12:00:02"
18798,"mike@bigjohngrocery.com",41042,"2024-01-08T04:35:27","mike@bigjohngrocery.com","Manual","🧠 Think healthy be healthy 🥦","2024-01-08T03:48:55","",143,968,12,0,5119,0,0.1,0,11,0,0,113,3,5,1180,0,"","Sent","",0,"","Metropolis Big John",42315639,"Metropolis Big John","1.8.24 weekly ad","2024-01-08T12:00:03"
18798,"mike@bigjohngrocery.com",41042,"2024-01-15T03:55:09","mike@bigjohngrocery.com","Manual","Martin Luther King Jr.'s legacy","2024-01-15T03:16:16","",117,319,18,0,5135,0,0.3,0,1,0,0,90,3,1,458,0,"","Sent","",0,"","Metropolis Big John",42401322,"Metropolis Big John","1.15.24 weekly ad","2024-01-15T12:00:14"
18798,"mike@bigjohngrocery.com",41042,"2024-01-18T23:18:01","mike@bigjohngrocery.com","Manual","🍽️ Your Deliciously Achievable Wellness Goals with Lean Cuisine","2024-01-18T23:00:18","",43,413,12,0,5143,0,0.1,0,10,0,0,41,6,9,528,0,"","Sent","",0,"","Metropolis Big John",42443862,"Metropolis Big John","1.18.23 - RMN Lean Cuisine","2024-01-18T23:18:02"
18798,"mike@bigjohngrocery.com",41042,"2024-01-22T04:53:57","mike@bigjohngrocery.com","Manual","🥫 Food with BEANefits","2024-01-22T03:48:13","",142,406,13,0,5142,0,0.3,0,5,0,0,104,2,3,569,0,"","Sent","",0,"","Metropolis Big John",42467606,"Metropolis Big John","1.22.24 weekly ad","2024-01-22T12:00:02"
18798,"mike@bigjohngrocery.com",41042,"2024-01-29T21:06:00","mike@bigjohngrocery.com","Manual","✨💞 NEW! Yoplait Protein.","2024-01-29T20:49:04","",53,666,8,0,5156,0,0.1,0,8,0,0,40,1,7,775,0,"","Sent","",0,"","Metropolis Big John",42543617,"Metropolis Big John","1.30.24 - RMN Yoplait","2024-01-30T12:00:05"
18798,"mike@bigjohngrocery.com",41042,"2024-02-05T05:02:50","mike@bigjohngrocery.com","Manual","🏈 Get ready for the BIG GAME!","2024-02-05T04:17:18","",136,356,10,0,5165,0,0.3,0,6,0,0,107,2,5,482,0,"","Sent","",0,"","Metropolis Big John",42599447,"Metropolis Big John","2.5.24 weekly ad","2024-02-05T12:01:59"
18798,"mike@bigjohngrocery.com",41042,"2024-02-06T20:40:15","mike@bigjohngrocery.com","Manual","🩷🍊The Pink Orange","2024-02-06T20:16:02","",28,399,5,0,5164,0,0.1,0,1,0,0,25,3,1,494,0,"","Sent","",0,"","Metropolis Big John",42616639,"Metropolis Big John","2.6.24 - RMN sunkist Cara Cara","2024-02-06T20:40:16"
18798,"mike@bigjohngrocery.com",41042,"2024-02-08T20:05:00","mike@bigjohngrocery.com","Manual","Less Prep M🏈RE GAME","2024-02-08T16:52:49","",55,629,6,0,5163,0,0.1,0,14,0,0,36,1,6,857,0,"","Sent","",0,"","Metropolis Big John",42635917,"Metropolis Big John","2.8.24 - RMN KHC superbowl","2024-02-08T20:05:01"
18798,"mike@bigjohngrocery.com",41042,"2024-02-12T01:21:12","mike@bigjohngrocery.com","Manual","💗 Valentine's Day Meal Kit","2024-02-11T23:02:57","",120,317,8,0,5171,0,0.3,0,3,0,0,96,2,2,424,0,"","Sent","",0,"","Metropolis Big John",42664194,"Metropolis Big John","2.12.24 weekly ad","2024-02-12T12:00:02"
18798,"mike@bigjohngrocery.com",41042,"2024-02-19T03:45:56","mike@bigjohngrocery.com","Manual","🥞 🍳 🥓 It’s Hot Breakfast Month","2024-02-19T03:25:06","",103,302,10,0,5185,0,0.3,0,4,1,0,80,5,3,395,0,"","Sent","",0,"","Metropolis Big John",42759120,"Metropolis Big John","2.19.24 weekly ad","2024-02-19T12:00:02"
18798,"mike@bigjohngrocery.com",41042,"2024-02-22T21:11:17","mike@bigjohngrocery.com","Manual","🩷🍊Sunkist® Blood oranges","2024-02-22T20:55:12","",46,577,9,0,5183,0,0.1,0,15,0,0,41,1,12,748,0,"","Sent","",0,"","Metropolis Big John",42815499,"Metropolis Big John","2.22.24 - RMN sunkist blood orange","2024-02-22T21:11:18"
18798,"mike@bigjohngrocery.com",41042,"2024-02-26T05:35:18","mike@bigjohngrocery.com","Manual","🐸 Leap Day is only a hop, skip and a jump away!","2024-02-26T03:49:15","",123,293,9,0,5188,0,0.3,0,1,0,0,89,1,1,416,0,"","Sent","",0,"","Metropolis Big John",42855162,"Metropolis Big John","2.26.24 weekly ad","2024-02-26T12:00:04"
18798,"mike@bigjohngrocery.com",41042,"2024-03-04T00:59:46","mike@bigjohngrocery.com","Manual","Myths & Facts About Frozen Foods","2024-03-04T00:06:16","",137,622,9,0,5202,0,0.2,0,5,0,0,96,3,4,892,0,"","Sent","",0,"","Metropolis Big John",42948562,"Metropolis Big John","3.4.24 weekly","2024-03-04T12:00:05"
18798,"mike@bigjohngrocery.com",41042,"2024-03-08T20:10:40","mike@bigjohngrocery.com","Manual","🍀🥘 St. Patrick's Day Meal","2024-03-08T17:10:35","",132,341,18,0,5220,0,0.3,0,3,0,0,95,3,3,501,0,"","Sent","",0,"","Metropolis Big John",43021981,"Metropolis Big John","3.11.24 weekly","2024-03-11T11:00:04"
18798,"mike@bigjohngrocery.com",41042,"2024-03-15T20:56:25","mike@bigjohngrocery.com","Manual","🏀 Hoop it up and SAVE!","2024-03-15T18:54:33","",135,623,16,0,5228,0,0.2,0,7,0,0,102,1,3,892,0,"","Sent","",0,"","Metropolis Big John",43119869,"Metropolis Big John","3.18.24 weekly","2024-03-18T11:00:12"
18798,"mike@bigjohngrocery.com",41042,"2024-03-21T22:47:25","mike@bigjohngrocery.com","Manual","Make your easter vibrant","2024-03-21T22:34:27","",84,300,12,0,5232,0,0.2,0,26,0,0,56,2,10,356,0,"","Sent","",0,"","Metropolis Big John",43217810,"Metropolis Big John","3.21.23 - RMN KHC Easter","2024-03-21T22:47:30"
18798,"mike@bigjohngrocery.com",41042,"2024-03-25T05:12:41","mike@bigjohngrocery.com","Manual","🐇 Hop on over for Easter Savings","2024-03-25T04:41:21","",133,296,14,0,5239,0,0.3,0,3,0,0,92,0,3,420,0,"","Sent","",0,"","Metropolis Big John",43238146,"Metropolis Big John","3.25.24 weekly","2024-03-25T11:00:04"
18798,"mike@bigjohngrocery.com",41042,"2024-04-02T17:47:44","mike@bigjohngrocery.com","Manual","Hello Spring!","2024-03-29T15:38:54","",85,338,13,0,5248,0,0.2,0,4,0,0,69,3,4,443,0,"","Sent","",0,"","Metropolis Big John",43274451,"Metropolis Big John","4.2.24 weekly ad","2024-04-02T17:47:45"
18798,"mike@bigjohngrocery.com",41042,"2024-04-04T21:51:27","mike@bigjohngrocery.com","Manual","Why we ❤️ National Food Month","2024-04-04T18:48:01","",84,286,15,0,5256,0,0.2,0,1,0,0,70,3,1,367,0,"","Sent","",0,"","Metropolis Big John",43318506,"Metropolis Big John","4.8.24 weekly ad","2024-04-08T11:00:03"
18798,"mike@bigjohngrocery.com",41042,"2024-04-15T03:46:31","mike@bigjohngrocery.com","Manual","🌷Springtime savings are here.","2024-04-15T02:12:42","",126,308,18,0,5271,0,0.3,0,6,0,0,98,3,5,422,0,"","Sent","",0,"","Metropolis Big John",43390461,"Metropolis Big John","4.15.24 weekly ad","2024-04-15T11:00:04"
