templateID,replyToAddress,userID,dateModified,fromAddress,deliveryType,subject,dateAdded,campaignIDs,clicks,uniqueViews,bounces,forwards,recipients,uniqueForwards,clickToViewRate,sendingIssues,webViews,complaints,shares,uniqueClicks,unsubscribes,uniqueWebViews,views,uniqueShares,parentEmailID,status,dateScheduled,confirmed,abSplitID,fromName,emailID,replyToName,title,dateSent
10939,"contact@bratchersmarket.com",34684,"2024-01-03T04:13:05","contact@bratchersmarket.com","Manual","🫐🫑🍓 Fill your cart with healthy options from each food group.","2024-01-03T04:06:45","",236,560,25,0,8039,0,0.3,0,7,0,0,186,8,5,731,0,"","Sent","",0,"","Bratcher's Market",42268001,"Bratcher's Market","Weekly Ad: 1.3.24","2024-01-03T12:00:21"
10939,"contact@bratchersmarket.com",34684,"2023-12-08T18:20:24","contact@bratchersmarket.com","Manual","🐾 New Tidy Cats® Tidy CareTM Alert helps you monitor your cat’s health","2023-12-08T18:18:41","",2,227,4,0,1990,0,0,0,0,0,0,2,1,0,279,0,"","Sent","",0,"","Bratcher's Market",42017490,"Bratcher's Market","1.4.24 - RMN Tidy Cat Alert","2024-01-04T12:00:04"
10939,"contact@bratchersmarket.com",34684,"2024-01-10T03:04:31","contact@bratchersmarket.com","Manual","🧠 Think healthy, be healthy 🥦","2024-01-10T02:41:53","",219,500,25,0,8047,0,0.3,0,7,0,0,169,2,6,639,0,"","Sent","",0,"","Bratcher's Market",42340613,"Bratcher's Market","Weekly Ad: 1.10.24","2024-01-10T12:01:06"
10939,"contact@bratchersmarket.com",34684,"2024-01-17T00:30:36","contact@bratchersmarket.com","Manual","🍲 Are you souped-up? 🍲","2024-01-17T00:19:07","",226,536,25,0,8056,0,0.3,0,10,0,0,177,2,6,720,0,"","Sent","",0,"","Bratcher's Market",42422074,"Bratcher's Market","Weekly Ad: 1.17.24","2024-01-17T12:00:09"
10939,"contact@bratchersmarket.com",34684,"2024-01-18T23:25:38","contact@bratchersmarket.com","Manual","🍽️ Your Deliciously Achievable Wellness Goals with Lean Cuisine","2024-01-18T23:19:39","",36,517,25,0,8055,0,0.1,0,2,0,0,32,1,2,608,0,"","Sent","",0,"","Bratcher's Market",42444080,"Bratcher's Market","1.18.24 - RMN Lean Cuisine","2024-01-18T23:25:39"
10939,"contact@bratchersmarket.com",34684,"2024-01-23T22:51:55","contact@bratchersmarket.com","Manual","🥫 Food with BEANefits","2024-01-23T22:39:50","",219,535,24,0,8062,0,0.3,0,3,0,0,175,4,3,689,0,"","Sent","",0,"","Bratcher's Market",42484829,"Bratcher's Market","Weekly Ad: 1.24.24","2024-01-24T12:00:03"
10939,"contact@bratchersmarket.com",34684,"2024-01-29T21:17:51","contact@bratchersmarket.com","Manual","✨💞 NEW! Yoplait Protein.","2024-01-29T21:07:10","",49,1816,22,0,8086,0,0,0,5,0,0,40,2,5,1952,0,"","Sent","",0,"","Bratcher's Market",42543835,"Bratcher's Market","1.30.24 - RMN Yoplait","2024-01-30T12:00:03"
10939,"contact@bratchersmarket.com",34684,"2024-01-31T02:46:38","contact@bratchersmarket.com","Manual","👀 our latest price reductions on Always Save products!","2024-01-31T02:34:46","",238,536,22,0,8093,0,0.3,0,4,0,0,186,3,4,721,0,"","Sent","",0,"","Bratcher's Market",42557796,"Bratcher's Market","Weekly Ad: 1.31.24","2024-01-31T12:00:13"
10939,"contact@bratchersmarket.com",34684,"2024-02-06T20:55:15","contact@bratchersmarket.com","Manual","🩷🍊The Pink Orange","2024-02-06T20:48:28","",79,1007,17,0,8102,0,0.1,0,5,1,0,68,5,4,1308,0,"","Sent","",0,"","Bratcher's Market",42617077,"Bratcher's Market","2.6.24 - RMN Sunkist Cara","2024-02-06T20:55:16"
10939,"contact@bratchersmarket.com",34684,"2024-02-07T00:22:46","contact@bratchersmarket.com","Manual","🏈 Get ready for the BIG GAME!","2024-02-06T23:21:18","",257,685,16,0,8098,0,0.3,0,5,2,0,194,7,5,874,0,"","Sent","",0,"","Bratcher's Market",42618874,"Bratcher's Market","Weekly Ad: 2.7.24","2024-02-07T12:01:43"
10939,"contact@bratchersmarket.com",34684,"2024-02-08T20:11:28","contact@bratchersmarket.com","Manual","Less Prep M🏈RE GAME","2024-02-08T20:06:37","",67,805,15,0,8098,0,0.1,0,5,0,0,57,6,4,1014,0,"","Sent","",0,"","Bratcher's Market",42638620,"Bratcher's Market","2.8.24 - RMN KHC superbowl","2024-02-08T20:11:30"
10939,"contact@bratchersmarket.com",34684,"2024-02-13T15:42:33","contact@bratchersmarket.com","Manual","✨💞 NEW! Yoplait Protein.","2024-02-13T15:36:14","",44,1051,18,0,8102,0,0,0,5,0,0,38,7,5,1144,0,"","Sent","",0,"","Bratcher's Market",42679788,"Bratcher's Market","2.13.24 - RMN Yoplait","2024-02-13T15:42:34"
10939,"contact@bratchersmarket.com",34684,"2024-02-13T21:10:54","contact@bratchersmarket.com","Manual","🐟 Fish for Lent","2024-02-13T21:00:49","",174,509,17,0,8094,0,0.3,0,5,0,0,140,8,5,673,0,"","Sent","",0,"","Bratcher's Market",42685158,"Bratcher's Market","Weekly Ad: 2.14.24","2024-02-14T12:00:17"
10939,"contact@bratchersmarket.com",34684,"2024-02-21T03:46:35","contact@bratchersmarket.com","Manual","🥞 🍳 🥓 It’s Hot Breakfast Month","2024-02-21T03:34:15","",224,567,19,0,8101,0,0.3,0,6,0,0,170,7,4,728,0,"","Sent","",0,"","Bratcher's Market",42789052,"Bratcher's Market","Weekly Ad: 2.21.24","2024-02-21T12:00:06"
10939,"contact@bratchersmarket.com",34684,"2024-02-22T21:19:24","contact@bratchersmarket.com","Manual","🩷🍊Sunkist® Blood oranges","2024-02-22T21:13:26","",62,1703,17,0,8095,0,0,0,6,0,0,52,7,5,2079,0,"","Sent","",0,"","Bratcher's Market",42815744,"Bratcher's Market","2.22.24 - RMN Sunkist blood oranges","2024-02-22T21:19:30"
10939,"contact@bratchersmarket.com",34684,"2024-02-27T23:39:17","contact@bratchersmarket.com","Manual","🐸 Leap Day is only a hop, skip and a jump away!","2024-02-27T23:34:03","",275,595,16,0,8107,0,0.3,0,8,0,0,205,4,7,804,0,"","Sent","",0,"","Bratcher's Market",42881276,"Bratcher's Market","Weekly Ad: 2.28.24","2024-02-28T12:00:20"
10939,"contact@bratchersmarket.com",34684,"2024-03-05T21:14:56","contact@bratchersmarket.com","Manual","Tidy CareTM Alert: pH-Detection for Cat Health! 🐾✨","2024-03-05T21:09:28","",14,1247,21,0,8110,0,0,0,6,1,0,13,12,3,1617,0,"","Sent","",0,"","Bratcher's Market",42978968,"Bratcher's Market","3.5.24 - RMN Tidy Cat","2024-03-05T21:15:00"
10939,"contact@bratchersmarket.com",34684,"2024-03-05T21:48:59","contact@bratchersmarket.com","Manual","🧊 Myths & Facts About Frozen Foods","2024-03-05T21:18:50","",205,538,21,0,8104,0,0.3,0,11,0,0,162,3,8,754,0,"","Sent","",0,"","Bratcher's Market",42979153,"Bratcher's Market","Weekly Ad: 3.6.24","2024-03-06T12:00:19"
10939,"contact@bratchersmarket.com",34684,"2024-03-12T22:21:11","contact@bratchersmarket.com","Manual","🍀🥘 St. Patrick's Day Meal","2024-03-12T22:08:41","",234,548,23,0,8102,0,0.3,0,10,0,0,191,5,8,703,0,"","Sent","",0,"","Bratcher's Market",43077261,"Bratcher's Market","Weekly Ad: 3.13.24","2024-03-13T11:00:20"
10939,"contact@bratchersmarket.com",34684,"2024-03-14T22:15:27","contact@bratchersmarket.com","Manual","🐶 BLUE is giving away up to 💵 $1M in treats!","2024-03-14T22:06:44","",19,615,22,0,8097,0,0,0,3,0,0,15,4,3,731,0,"","Sent","",0,"","Bratcher's Market",43107514,"Bratcher's Market","3.14.24 - RMN Blue Buffalo","2024-03-14T22:15:30"
10939,"contact@bratchersmarket.com",34684,"2024-03-20T01:20:07","contact@bratchersmarket.com","Manual","🏀 Hoop it up and SAVE!","2024-03-20T01:11:48","",225,637,24,0,8097,0,0.3,0,6,0,0,162,8,5,858,0,"","Sent","",0,"","Bratcher's Market",43184314,"Bratcher's Market","Weekly Ad: 3.20.24","2024-03-20T11:00:17"
10939,"contact@bratchersmarket.com",34684,"2024-03-21T23:01:40","contact@bratchersmarket.com","Manual","🐣 💐 Make your Easter vibrant","2024-03-21T22:49:09","",74,525,19,0,8089,0,0.1,0,15,2,0,61,6,9,659,0,"","Sent","",0,"","Bratcher's Market",43218020,"Bratcher's Market","3.21.24 - RMN KHC Easter","2024-03-21T23:01:41"
10939,"contact@bratchersmarket.com",34684,"2024-03-27T02:40:57","contact@bratchersmarket.com","Manual","🐇 Hop on over for Easter Savings","2024-03-27T02:30:20","",227,561,16,0,8093,0,0.3,0,5,1,0,191,3,5,755,0,"","Sent","",0,"","Bratcher's Market",43254915,"Bratcher's Market","Weekly Ad: 3.27.24","2024-03-27T11:00:14"
10939,"contact@bratchersmarket.com",34684,"2024-04-02T23:07:43","contact@bratchersmarket.com","Manual","🌷🌼 Hello Spring!","2024-04-02T22:29:52","",331,615,9,0,8090,0,0.4,0,18,0,0,217,6,8,865,0,"","Sent","",0,"","Bratcher's Market",43304506,"Bratcher's Market","Weekly Ad: 4.3.24","2024-04-03T11:00:04"
10939,"contact@bratchersmarket.com",34684,"2024-04-10T00:53:48","contact@bratchersmarket.com","Manual","Why we ❤️ National Food Month","2024-04-10T00:44:56","",207,516,8,0,8099,0,0.3,0,3,0,0,157,6,3,702,0,"","Sent","",0,"","Bratcher's Market",43355195,"Bratcher's Market","Weekly Ad: 4.10.24","2024-04-10T11:00:33"
10939,"contact@bratchersmarket.com",34684,"2024-04-16T20:49:43","contact@bratchersmarket.com","Manual","🌷Springtime savings are here.","2024-04-16T20:43:51","",253,614,8,0,8104,0,0.4,0,6,0,0,216,3,5,811,0,"","Sent","",0,"","Bratcher's Market",43407327,"Bratcher's Market","Weekly Ad: 4.17.24","2024-04-17T11:00:06"
10939,"contact@bratchersmarket.com",34684,"2024-04-15T19:42:12","contact@bratchersmarket.com","Manual","🐾 AWG Purina ONE® 28-Day Challenge","2024-04-15T19:22:03","",26,886,10,0,8101,0,0,0,3,0,0,22,8,3,1170,0,"","Sent","",0,"","Bratcher's Market",43396480,"Bratcher's Market","4.18.24 - RMN Purina One","2024-04-18T11:00:24"
10939,"contact@bratchersmarket.com",34684,"2024-04-23T21:11:48","contact@bratchersmarket.com","Manual","⚾ Catch our home run savings","2024-04-23T21:04:11","",262,591,12,0,8101,0,0.3,0,3,1,0,200,8,3,810,0,"","Sent","",0,"","Bratcher's Market",43474255,"Bratcher's Market","Weekly Ad: 4.24.24","2024-04-24T11:00:48"
10939,"contact@bratchersmarket.com",34684,"2024-04-30T17:02:17","contact@bratchersmarket.com","Manual","🌮 🪅 Happy Cinco, amigos!","2024-04-30T16:53:45","",243,606,12,0,8107,0,0.3,0,13,0,0,202,6,9,810,0,"","Sent","",0,"","Bratcher's Market",43533465,"Bratcher's Market","Weekly Ad: 5.1.24","2024-05-01T11:00:13"
10939,"contact@bratchersmarket.com",34684,"2024-05-07T18:04:49","contact@bratchersmarket.com","Manual","🐶 Shop Tasty BLUE Treats","2024-05-07T18:01:25","",25,507,12,0,8103,0,0,0,9,0,0,22,2,7,586,0,"","Sent","",0,"","Bratcher's Market",43641943,"Bratcher's Market","5.7.24 - RMN Blue Buffalo","2024-05-07T18:04:50"
10939,"contact@bratchersmarket.com",34684,"2024-05-07T21:43:32","contact@bratchersmarket.com","Manual","🌺 🥐 Sunday May 12th is Mother’s Day!","2024-05-07T21:38:32","",204,582,12,0,8102,0,0.3,0,3,0,0,160,2,3,745,0,"","Sent","",0,"","Bratcher's Market",43645774,"Bratcher's Market","Weekly Ad: 5.8.24","2024-05-08T11:00:03"
10939,"contact@bratchersmarket.com",34684,"2024-05-14T22:25:32","contact@bratchersmarket.com","Manual","🎓 Celebrate your graduate!","2024-05-14T22:07:51","",209,572,12,0,8110,0,0.3,0,6,0,0,173,4,6,745,0,"","Sent","",0,"","Bratcher's Market",43760618,"Bratcher's Market","Weekly Ad: 5.15.24","2024-05-15T11:00:31"
10939,"contact@bratchersmarket.com",34684,"2024-05-21T21:06:16","contact@bratchersmarket.com","Manual","🎖️ A day to remember","2024-05-21T21:00:03","",235,576,9,0,8117,0,0.3,0,7,0,0,195,4,5,808,0,"","Sent","",0,"","Bratcher's Market",43895944,"Bratcher's Market","Weekly Ad: 5.22.24","2024-05-22T11:00:19"
10939,"contact@bratchersmarket.com",34684,"2024-05-28T21:25:36","contact@bratchersmarket.com","Manual","Think 🚜 Fresh","2024-05-28T20:51:52","",248,524,19,0,8127,0,0.4,0,4,0,0,198,6,4,713,0,"","Sent","",0,"","Bratcher's Market",44024259,"Bratcher's Market","Weekly Ad: 5.29.24 (Copy)","2024-05-29T11:00:41"
10939,"contact@bratchersmarket.com",34684,"2024-06-04T20:27:07","contact@bratchersmarket.com","Manual","🥛🍪 Is two dunks enough?","2024-06-04T20:15:01","",226,538,14,0,8125,0,0.3,0,6,0,0,180,2,4,759,0,"","Sent","",0,"","Bratcher's Market",44166137,"Bratcher's Market","Weekly Ad: 6.5.24","2024-06-05T11:00:03"
10939,"contact@bratchersmarket.com",34684,"2024-05-30T20:28:22","contact@bratchersmarket.com","Manual","🐾 Nutrition as nature intended.","2024-05-30T20:21:58","",22,498,15,0,8122,0,0,0,5,0,0,20,3,4,614,0,"","Sent","",0,"","Bratcher's Market",44067961,"Bratcher's Market","6.6.24 - RMN Purina One","2024-06-06T11:01:25"
10939,"contact@bratchersmarket.com",34684,"2024-06-11T21:55:24","contact@bratchersmarket.com","Manual","👔 Celebrate Dad with love and flavor!","2024-06-11T21:17:49","",255,536,16,0,8133,0,0.4,0,7,0,0,192,3,5,738,0,"","Sent","",0,"","Bratcher's Market",44286366,"Bratcher's Market","Weekly Ad: 6.12.24","2024-06-12T11:00:59"
10939,"contact@bratchersmarket.com",34684,"2024-06-04T21:37:55","contact@bratchersmarket.com","Manual","🥞 NEW Premier Protein Pancake Mix- with 15 grams of Protein!","2024-06-04T21:32:49","",25,450,14,0,8131,0,0.1,0,5,1,0,23,4,5,570,0,"","Sent","",0,"","Bratcher's Market",44167289,"Bratcher's Market","6.13.24 - RMN Hometown Shop Now","2024-06-13T11:00:09"
