templateID,replyToAddress,userID,dateModified,fromAddress,deliveryType,subject,dateAdded,campaignIDs,clicks,uniqueViews,bounces,forwards,recipients,uniqueForwards,clickToViewRate,sendingIssues,webViews,complaints,shares,uniqueClicks,unsubscribes,uniqueWebViews,views,uniqueShares,parentEmailID,status,dateScheduled,confirmed,abSplitID,fromName,emailID,replyToName,title,dateSent
5190,"marketing@greers.com",34724,"2024-01-02T22:33:06","marketing@greers.com","Manual","How did we do? Complete our survey for a chance to win FREE groceries!","2024-01-02T22:32:35","",16,20,0,0,135,0,0.8,0,0,0,0,15,0,0,26,0,"","Sent","",0,"","Greer's",42265357,"Greer's","Online Shopping Survey - 1.2.24","2024-01-02T22:33:07"
13681,"marketing@greers.com",29856,"2024-01-02T21:42:27","marketing@greers.com","Manual","🍎 Fresh and Healthy Choices every day at Greer's","2024-01-02T16:57:43","",20,82,0,0,467,0,0.2,0,0,0,0,16,0,0,96,0,"","Sent","",0,"","Greers",42260576,"Greers","1.3.24 Email Update for MS CashSavers","2024-01-04T16:00:00"
13681,"marketing@greers.com",29856,"2024-01-02T21:45:47","marketing@greers.com","Manual","🍎 Fresh and Healthy Choices every day at Greer's","2024-01-02T16:59:50","",5,25,1,0,180,0,0.2,0,0,0,0,5,0,0,32,0,"","Sent","",0,"","Greers",42260599,"Greers","1.3.24 Email Update for Fairhope","2024-01-04T16:00:00"
13681,"marketing@greers.com",29856,"2024-01-02T21:46:33","marketing@greers.com","Manual","🍎 Fresh and Healthy Choices every day at Greer's","2024-01-02T17:02:13","",8,25,1,0,162,0,0.2,0,0,0,0,6,0,0,36,0,"","Sent","",0,"","Greers",42260665,"Greers","1.3.24 Email Update for Greer's St. Louis Market","2024-01-04T16:00:00"
13681,"marketing@greers.com",29856,"2024-01-02T21:44:43","marketing@greers.com","Manual","🍎 Fresh and Healthy Choices every day at Greer's","2024-01-02T17:02:53","",3,20,3,0,138,0,0.1,0,0,0,0,2,0,0,26,0,"","Sent","",0,"","Greers",42260672,"Greers","1.3.24 Email Update for Dauphin Island Parkway","2024-01-04T16:00:01"
13681,"marketing@greers.com",29856,"2024-01-02T21:43:49","marketing@greers.com","Manual","🍎 Fresh and Healthy Choices every day at Greer's","2024-01-02T17:03:27","",8,26,1,0,195,0,0.3,0,0,0,0,7,0,0,39,0,"","Sent","",0,"","Greers",42260682,"Greers","1.3.24 Email Update for Hurley & Jay","2024-01-04T16:00:01"
13681,"marketing@greers.com",29856,"2024-01-02T21:41:46","marketing@greers.com","Manual","🍎 Fresh and Healthy Choices every day at Greer's","2024-01-02T17:03:59","",15,77,2,0,564,0,0.2,0,0,0,0,15,0,0,95,0,"","Sent","",0,"","Greers",42260687,"Greers","1.3.24 Email Update for FL CashSavers","2024-01-04T16:00:01"
13681,"marketing@greers.com",29856,"2024-01-02T21:43:08","marketing@greers.com","Manual","🍎 Fresh and Healthy Choices every day at Greer's","2024-01-02T17:04:34","",56,185,8,0,2066,0,0.3,0,0,0,0,48,1,0,244,0,"","Sent","",0,"","Greers",42260694,"Greers","1.3.24 Email Update for AL CashSavers","2024-01-04T16:00:02"
5190,"marketing@greers.com",34724,"2024-01-09T16:10:21","marketing@greers.com","Manual","How did we do? Complete our survey for a chance to win FREE groceries!","2024-01-09T16:09:51","",16,19,1,0,113,0,0.7,0,1,0,0,13,0,1,28,0,"","Sent","",0,"","Greer's",42330557,"Greer's","Online Shopping Survey - 1.9.24","2024-01-09T16:10:22"
13681,"marketing@greers.com",29856,"2024-01-10T14:35:51","marketing@greers.com","Manual","Guaranteed fresh every day","2024-01-09T16:25:39","",67,305,6,0,2067,0,0.2,0,0,0,0,56,1,0,379,0,"","Sent","",0,"","Greers",42330771,"Greers","1.10.24 Email Update for AL CashSavers","2024-01-11T16:00:01"
